Concept ID,Concept Name,Industry,Problem Area,Target User,Delivery Complexity (1-10),Strategic Fit (1-10),Customer ID,Segment,Demo Date,Feedback Score (1-10),Follow-Up Requested,Decision Maker Present,Objections Count,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Customer Comments,Pain Point Statements,Objection Themes,Requested Capabilities,Commercial Outcome
CPT-1170,Customer Support Assistant 73,Retail,Forecasting,Data Analyst,4,3.0,CUST-2170,Enterprise,2024-02-15,4.0,0,0.0,1.0,14,85,17,17,190.3,4,5,7,6.0,49.00%,36775.0,5,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,data privacy concerns,mobile access,Archive
CPT-1171,Document Intelligence Assistant 74,EdTech,Document Intelligence,Frontline Agent,7,8.0,CUST-2171,Enterprise,2024-07-08,10.0,1,0.0,0.0,38,400,29,37,,0,10,6,4.0,62.00%,24621.0,3,"The sandbox trial exceeded expectations, several teams want access.",lack of visibility across teams,none,API access,MVP Build
CPT-1172,Document Intelligence Assistant 75,Healthcare,Process Optimization,Product Manager,5,5.0,CUST-2172,SMB,2024-06-18,6.3,1,0.0,2.0,19,116,19,43,139.0,5,6,4,9.0,100.00%,75081.0,7,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,data privacy concerns,multi-language support,Customer Pilot
CPT-1173,Process Optimization Assistant 76,Manufacturing,Process Optimization,Frontline Agent,2,8.0,CUST-2173,Mid-Market,2024-03-14,7.9,1,0.0,3.0,18,214,30,58,257.0,1,8,9,4.0,75.00%,14291.0,5,Security and compliance review would be required before adoption.,lack of visibility across teams,limited vendor track record,better reporting,MVP Build
CPT-1174,Customer Support Assistant 77,EdTech,Workflow Automation,Product Manager,6,8.0,CUST-2174,Mid-Market,2025-03-31,9.5,1,0.0,0.0,37,321,30,40,278.5,0,10,6,8.0,39.00%,42064.0,1,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,none,better reporting,MVP Build
CPT-1175,Fraud Detection Assistant 78,Consumer Apps,Process Optimization,Data Analyst,6,5.0,CUST-2175,Enterprise,2024-01-17,3.8,1,0.0,4.0,9,59,10,10,150.1,8,3,4,3.0,17.00%,5375.0,6,Security and compliance review would be required before adoption.,customer response times are too slow,integration complexity,custom workflows,Archive
CPT-1176,Process Optimization Assistant 79,Legal Tech,Personalization,Data Analyst,7,2.0,CUST-2176,SMB,2024-08-13,2.1,0,0.0,4.0,3,13,0,1,40.0,10,2,4,5.0,50.00%,20483.0,7,"Our team was impressed with the automation, requesting a follow-up.",manual data entry is too slow,integration complexity,mobile access,Archive
CPT-1177,Predictive Analytics Assistant 80,Manufacturing,Document Intelligence,Executive Sponsor,7,4.0,CUST-2177,SMB,2024-05-29,5.1,1,1.0,6.0,15,45,8,24,150.5,4,6,6,6.0,61.00%,30532.0,7,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,requires change management,role-based permissions,Archive
CPT-1178,Knowledge Search Assistant 81,Healthcare,Knowledge Search,Ops Manager,5,5.0,CUST-2178,Startup,2024-05-21,4.9,1,0.0,3.0,14,139,16,33,167.5,2,5,3,6.0,79.00%,33156.0,9,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,unclear ROI,API access,Incubate
CPT-1179,Process Optimization Assistant 82,EdTech,Fraud Detection,Ops Manager,6,,CUST-2179,Enterprise,2024-12-16,4.9,0,0.0,3.0,11,111,4,28,120.1,7,5,7,5.0,47.00%,15517.0,7,Interesting concept but we need to validate ROI before committing budget.,onboarding new staff is painful,none,role-based permissions,Archive
CPT-1180,Customer Support Assistant 83,Legal Tech,Predictive Analytics,Product Manager,6,7.0,CUST-2180,Enterprise,2024-03-14,4.9,0,0.0,2.0,12,103,6,35,121.0,3,6,5,6.0,54.00%,41602.0,4,"The sandbox trial exceeded expectations, several teams want access.",lack of visibility across teams,price too high,SSO integration,Archive
CPT-1181,Fraud Detection Assistant 84,HR Tech,Predictive Analytics,Executive Sponsor,5,6.0,CUST-2181,Enterprise,2025-04-05,6.0,0,0.0,5.0,10,82,13,28,207.1,1,7,4,5.0,41.00%,19388.0,7,This solves a real pain point for our operations team.,manual data entry is too slow,security review pending,offline mode,Archive
CPT-1182,Personalization Assistant 85,Legal Tech,Forecasting,Small Business Owner,5,5.0,CUST-2182,SMB,2024-03-13,4.2,0,,3.0,10,110,0,25,,6,4,6,3.0,,13619.0,6,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,price too high,custom workflows,Archive
CPT-1183,Document Intelligence Assistant 86,Logistics,Process Optimization,Data Analyst,6,3.0,CUST-2183,SMB,2024-07-12,3.2,0,0.0,8.0,11,95,18,10,66.4,5,3,5,4.0,30.00%,29750.0,5,This solves a real pain point for our operations team.,too many tools that don't talk to each other,integration complexity,mobile access,Archive
CPT-1184,Workflow Automation Assistant 87,Healthcare,Personalization,Product Manager,6,,CUST-2184,Mid-Market,2025-03-26,8.1,0,0.0,4.0,13,46,29,44,174.4,1,9,7,,43.00%,16008.0,7,Security and compliance review would be required before adoption.,forecasts are unreliable,requires change management,SSO integration,Incubate
CPT-1185,Customer Support Assistant 88,EdTech,Compliance Monitoring,Product Manager,8,6.0,CUST-2185,Mid-Market,2025-05-09,5.5,0,1.0,2.0,16,81,17,20,,3,5,7,6.0,68.00%,25950.0,6,This solves a real pain point for our operations team.,data lives in silos,security review pending,API access,Incubate
CPT-1186,Compliance Monitoring Assistant 89,Manufacturing,Knowledge Search,Compliance Officer,2,6.0,CUST-2186,Mid-Market,2024-09-03,9.7,1,0.0,0.0,22,99,29,43,300.0,2,10,8,8.0,42.00%,21033.0,3,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,none,mobile access,MVP Build
CPT-1187,Process Optimization Assistant 90,Cybersecurity,Customer Support,Ops Manager,5,7.0,CUST-2187,SMB,2024-12-27,6.1,1,1.0,5.0,12,133,26,29,72.2,6,7,5,9.0,56.00%,103721.0,5,"We already have a similar tool, differentiation was unclear.",forecasts are unreliable,limited vendor track record,SSO integration,Customer Pilot
CPT-1188,Workflow Automation Assistant 91,EdTech,Knowledge Search,Compliance Officer,6,5.0,CUST-2188,Mid-Market,2024-10-21,4.6,0,0.0,5.0,11,115,8,34,126.0,5,4,5,4.0,36.00%,13473.0,6,"We already have a similar tool, differentiation was unclear.",too many false positives,unclear ROI,mobile access,Archive
CPT-1189,Process Optimization Assistant 92,FinTech,Personalization,Executive Sponsor,2,6.0,CUST-2189,Enterprise,2025-05-04,6.6,1,0.0,3.0,22,248,20,35,250.4,2,9,8,5.0,48.00%,29385.0,5,"We already have a similar tool, differentiation was unclear.",forecasts are unreliable,requires change management,SSO integration,Customer Pilot
CPT-1190,Fraud Detection Assistant 93,Manufacturing,Forecasting,Compliance Officer,4,,CUST-2190,Mid-Market,2024-02-07,4.4,1,0.0,5.0,13,152,2,29,89.2,5,6,6,5.0,,55151.0,6,"Not a priority right now, but worth revisiting next quarter.",too many false positives,none,mobile access,Archive
CPT-1191,Predictive Analytics Assistant 94,HR Tech,Customer Support,Ops Manager,7,5.0,CUST-2191,Startup,2025-06-21,4.5,0,0.0,4.0,7,59,7,18,98.4,2,5,7,6.0,78.00%,18676.0,7,Security and compliance review would be required before adoption.,too many false positives,requires change management,role-based permissions,Archive
CPT-1192,Knowledge Search Assistant 95,EdTech,Knowledge Search,Data Analyst,5,6.0,CUST-2192,SMB,2025-01-21,7.5,0,0.0,4.0,18,66,24,43,273.3,2,8,7,6.0,52.00%,25414.0,7,"The sandbox trial exceeded expectations, several teams want access.",too many tools that don't talk to each other,unclear ROI,multi-language support,Incubate
CPT-1193,Compliance Monitoring Assistant 96,Logistics,Knowledge Search,Executive Sponsor,4,6.0,CUST-2193,Mid-Market,2024-09-16,7.8,1,1.0,1.0,35,313,19,38,,3,8,9,7.0,45.00%,32777.0,4,Interesting concept but we need to validate ROI before committing budget.,reporting takes days not minutes,requires change management,custom workflows,Customer Pilot
CPT-1194,Document Intelligence Assistant 0,EdTech,Forecasting,Frontline Agent,6,3.0,CUST-2194,Mid-Market,2024-02-07,3.2,1,1.0,7.0,3,25,3,1,21.2,4,3,4,5.0,83.00%,13345.0,4,"Not a priority right now, but worth revisiting next quarter.",onboarding new staff is painful,requires change management,custom workflows,Archive
CPT-1195,Workflow Automation Assistant 1,Retail,Document Intelligence,Frontline Agent,8,6.0,CUST-2195,Startup,2024-03-13,5.6,0,0.0,2.0,24,96,22,19,161.1,4,6,2,3.0,26.00%,24134.0,8,"Not a priority right now, but worth revisiting next quarter.",manual data entry is too slow,unclear ROI,custom workflows,Archive
CPT-1196,Forecasting Assistant 2,Cybersecurity,Workflow Automation,Frontline Agent,5,9.0,CUST-2196,Mid-Market,2025-04-09,9.4,1,1.0,2.0,34,288,26,60,300.0,0,10,9,10.0,99.00%,73527.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,requires change management,custom workflows,MVP Build
CPT-1197,Forecasting Assistant 3,Consumer Apps,Document Intelligence,Product Manager,6,6.0,CUST-2197,Mid-Market,2025-06-21,4.9,0,0.0,3.0,2,7,2,18,,4,5,7,2.0,53.00%,24440.0,6,"The sandbox trial exceeded expectations, several teams want access.",compliance checks are manual,requires change management,role-based permissions,Archive
CPT-1198,Fraud Detection Assistant 4,FinTech,Process Optimization,Compliance Officer,5,8.0,CUST-2198,Mid-Market,2025-06-17,9.7,1,1.0,1.0,19,144,18,50,276.6,1,8,8,8.0,52.00%,42127.0,5,Security and compliance review would be required before adoption.,customer response times are too slow,security review pending,better reporting,MVP Build
CPT-1199,Workflow Automation Assistant 5,Retail,Document Intelligence,IT Admin,5,9.0,CUST-2199,Mid-Market,2024-02-04,10.0,1,1.0,0.0,30,253,30,52,281.5,0,9,10,8.0,67.00%,38747.0,5,Security and compliance review would be required before adoption.,data lives in silos,none,better reporting,MVP Build
CPT-1200,Workflow Automation Assistant 6,FinTech,Predictive Analytics,Ops Manager,7,4.0,CUST-2200,Mid-Market,2024-11-25,6.0,1,1.0,7.0,12,124,16,29,51.7,4,4,6,7.0,79.00%,26929.0,8,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,unclear ROI,better reporting,Incubate
CPT-1201,Compliance Monitoring Assistant 7,Cybersecurity,Personalization,IT Admin,4,3.0,CUST-2201,Mid-Market,2024-10-04,5.1,1,0.0,4.0,22,80,5,25,174.0,8,5,7,6.0,42.00%,21467.0,8,"Not a priority right now, but worth revisiting next quarter.",customer response times are too slow,requires change management,mobile access,Archive
CPT-1202,Forecasting Assistant 8,Legal Tech,Knowledge Search,IT Admin,5,5.0,CUST-2202,Mid-Market,2024-06-11,6.1,1,0.0,1.0,20,154,17,29,86.5,1,6,6,5.0,50.00%,16574.0,9,This solves a real pain point for our operations team.,too many false positives,integration complexity,custom workflows,Incubate
CPT-1203,Predictive Analytics Assistant 9,Retail,Compliance Monitoring,Frontline Agent,5,4.0,CUST-2203,Startup,2025-02-13,,0,1.0,2.0,13,49,13,25,88.7,2,7,7,5.0,61.00%,13845.0,3,Security and compliance review would be required before adoption.,customer response times are too slow,requires change management,role-based permissions,Archive
CPT-1204,Process Optimization Assistant 10,Cybersecurity,Forecasting,Compliance Officer,6,6.0,CUST-2204,Mid-Market,2024-06-22,4.3,1,1.0,5.0,16,52,17,22,67.3,9,5,7,5.0,52.00%,8627.0,6,"The sandbox trial exceeded expectations, several teams want access.",lack of visibility across teams,security review pending,offline mode,Archive
CPT-1205,Process Optimization Assistant 11,Logistics,Workflow Automation,Frontline Agent,4,7.0,CUST-2205,Enterprise,2024-09-07,7.9,1,1.0,0.0,25,259,9,40,260.9,1,8,7,7.0,54.00%,22643.0,4,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,none,role-based permissions,Customer Pilot
CPT-1206,Knowledge Search Assistant 12,FinTech,Fraud Detection,Data Analyst,4,5.0,CUST-2206,SMB,2025-04-14,4.1,0,0.0,6.0,25,162,9,40,76.6,6,6,6,7.0,77.00%,33408.0,7,Security and compliance review would be required before adoption.,lack of visibility across teams,security review pending,role-based permissions,Archive
CPT-1207,Workflow Automation Assistant 13,Retail,Personalization,Data Analyst,6,7.0,CUST-2207,Startup,2024-09-23,10.0,1,0.0,0.0,30,275,30,58,300.0,0,10,8,8.0,80.00%,61459.0,1,This solves a real pain point for our operations team.,too many false positives,none,better reporting,MVP Build
CPT-1208,Fraud Detection Assistant 14,Healthcare,Process Optimization,Ops Manager,4,6.0,CUST-2208,Startup,2025-04-10,7.4,0,1.0,0.0,36,115,27,47,252.7,3,8,7,6.0,65.00%,4404993.22,3,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,none,API access,Customer Pilot
CPT-1209,Customer Support Assistant 15,Retail,Document Intelligence,Ops Manager,7,7.0,CUST-2209,Startup,2024-12-18,4.6,0,0.0,3.0,25,267,9,40,87.7,3,3,6,6.0,16.00%,25906.0,2,Interesting concept but we need to validate ROI before committing budget.,data lives in silos,price too high,SSO integration,Archive
CPT-1210,Workflow Automation Assistant 16,Legal Tech,Customer Support,Small Business Owner,6,6.0,CUST-2210,Enterprise,2024-09-22,,0,0.0,1.0,12,39,27,46,226.8,2,9,7,8.0,76.00%,37017.0,8,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,none,multi-language support,Customer Pilot
CPT-1211,Knowledge Search Assistant 17,EdTech,Knowledge Search,Product Manager,7,7.0,CUST-2211,Startup,2025-03-04,8.6,1,1.0,0.0,18,147,15,42,297.7,1,9,10,5.0,69.00%,5754.0,2,"The demo saved us a lot of manual work, we'd like to see a pilot.",customer response times are too slow,none,multi-language support,MVP Build
CPT-1212,Fraud Detection Assistant 18,Cybersecurity,Process Optimization,Product Manager,5,4.0,CUST-2212,SMB,2024-02-07,2.9,1,1.0,7.0,10,36,17,8,144.0,10,4,5,6.0,100.00%,23523.0,10,Interesting concept but we need to validate ROI before committing budget.,compliance checks are manual,none,SSO integration,Archive
CPT-1213,Process Optimization Assistant 19,Consumer Apps,Document Intelligence,Product Manager,5,8.0,CUST-2213,Enterprise,2024-05-27,7.7,0,0.0,0.0,40,353,25,39,184.1,2,7,8,7.0,65.00%,27831.0,5,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,none,SSO integration,Customer Pilot
CPT-1214,Workflow Automation Assistant 20,Logistics,Customer Support,Executive Sponsor,6,4.0,CUST-2214,SMB,2024-07-06,7.1,0,1.0,3.0,22,238,16,32,220.8,1,7,7,,47.00%,22617.0,6,"Our team was impressed with the automation, requesting a follow-up.",too many tools that don't talk to each other,integration complexity,offline mode,Incubate
CPT-1215,Fraud Detection Assistant 21,Logistics,Compliance Monitoring,Frontline Agent,4,3.0,CUST-2215,Mid-Market,2025-02-18,4.4,0,1.0,3.0,14,147,0,18,76.7,5,4,5,5.0,42.00%,30422.0,6,"Not a priority right now, but worth revisiting next quarter.",compliance checks are manual,security review pending,custom workflows,Archive
CPT-1216,Document Intelligence Assistant 22,Cybersecurity,Knowledge Search,Ops Manager,3,8.0,CUST-2216,SMB,2024-07-18,5.8,0,0.0,1.0,5,27,13,33,136.4,2,5,6,5.0,29.00%,23410.0,7,"We already have a similar tool, differentiation was unclear.",reporting takes days not minutes,integration complexity,API access,Incubate
CPT-1217,Document Intelligence Assistant 23,EdTech,Forecasting,Executive Sponsor,6,5.0,CUST-2217,Startup,2024-01-04,2.8,1,0.0,1.0,10,98,4,4,2.5,7,1,5,5.0,31.00%,22283.0,9,"Our team was impressed with the automation, requesting a follow-up.",too many tools that don't talk to each other,security review pending,role-based permissions,Archive
CPT-1218,Compliance Monitoring Assistant 24,Logistics,Document Intelligence,IT Admin,6,8.0,CUST-2218,Enterprise,2025-02-10,,1,0.0,,29,132,13,54,250.1,2,6,9,7.0,29.00%,21935.0,5,Security and compliance review would be required before adoption.,customer response times are too slow,none,multi-language support,Customer Pilot
CPT-1219,Document Intelligence Assistant 25,FinTech,Forecasting,Product Manager,3,4.0,CUST-2219,SMB,2025-06-18,5.9,0,0.0,4.0,7,25,11,24,203.3,6,4,5,5.0,56.00%,22382.0,8,"Not a priority right now, but worth revisiting next quarter.",lack of visibility across teams,data privacy concerns,API access,Archive
CPT-1220,Process Optimization Assistant 26,Manufacturing,Document Intelligence,Small Business Owner,5,6.0,CUST-2220,Mid-Market,2024-03-19,4.2,0,0.0,1.0,5,42,6,5,111.1,3,5,4,4.0,14.00%,25616.0,7,This solves a real pain point for our operations team.,lack of visibility across teams,data privacy concerns,SSO integration,Archive
CPT-1221,Forecasting Assistant 27,Cybersecurity,Personalization,Small Business Owner,6,7.0,CUST-2221,Mid-Market,2024-10-14,,0,0.0,4.0,18,62,21,36,204.2,2,6,6,7.0,50.00%,31992.0,6,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,none,mobile access,Reusable Asset
CPT-1222,Compliance Monitoring Assistant 28,Legal Tech,Predictive Analytics,Product Manager,7,,CUST-2222,Mid-Market,2025-01-13,8.9,0,1.0,1.0,23,179,28,40,174.1,2,8,6,6.0,94.00%,55516.0,3,Interesting concept but we need to validate ROI before committing budget.,too many tools that don't talk to each other,limited vendor track record,mobile access,Customer Pilot
CPT-1223,Document Intelligence Assistant 29,FinTech,Compliance Monitoring,Data Analyst,6,7.0,CUST-2223,SMB,2024-05-26,6.2,1,0.0,,19,217,13,21,110.9,8,7,5,6.0,18.00%,25822.0,6,Security and compliance review would be required before adoption.,manual data entry is too slow,price too high,multi-language support,Incubate
CPT-1224,Process Optimization Assistant 30,EdTech,Compliance Monitoring,Ops Manager,6,9.0,CUST-2224,Enterprise,2024-01-12,9.5,1,0.0,0.0,36,230,23,59,257.5,0,10,6,8.0,74.00%,32610.0,6,"Not a priority right now, but worth revisiting next quarter.",too many false positives,none,custom workflows,MVP Build
CPT-1225,Compliance Monitoring Assistant 31,Consumer Apps,Fraud Detection,Frontline Agent,5,6.0,CUST-2225,SMB,2024-02-11,5.4,1,1.0,1.0,18,98,12,32,128.0,2,5,6,5.0,75.00%,18315.0,5,"Not a priority right now, but worth revisiting next quarter.",onboarding new staff is painful,requires change management,better reporting,Incubate
CPT-1226,Personalization Assistant 32,Cybersecurity,Knowledge Search,Frontline Agent,4,5.0,CUST-2226,Startup,2025-01-16,6.7,0,0.0,0.0,23,81,19,40,254.1,0,7,8,6.0,,62674.0,5,"We already have a similar tool, differentiation was unclear.",customer response times are too slow,none,mobile access,Incubate
CPT-1227,Workflow Automation Assistant 33,EdTech,Compliance Monitoring,Data Analyst,8,5.0,CUST-2227,SMB,2024-09-08,3.6,1,0.0,2.0,0,0,3,13,44.0,10,5,3,4.0,38.00%,3551.0,8,Security and compliance review would be required before adoption.,forecasts are unreliable,security review pending,multi-language support,Archive
CPT-1228,Workflow Automation Assistant 34,Healthcare,Document Intelligence,Executive Sponsor,4,5.0,CUST-2228,Mid-Market,2024-07-31,4.4,1,0.0,7.0,11,116,12,18,101.1,4,6,5,6.0,23.00%,12954.0,9,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,integration complexity,better reporting,Archive
CPT-1229,Personalization Assistant 35,FinTech,Personalization,Data Analyst,3,4.0,CUST-2229,Enterprise,2024-09-18,3.2,1,0.0,7.0,8,55,0,13,35.0,8,2,3,5.0,36.00%,18424.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",manual data entry is too slow,none,better reporting,Archive
CPT-1230,Compliance Monitoring Assistant 36,Retail,Workflow Automation,Executive Sponsor,3,7.0,CUST-2230,Mid-Market,2024-04-18,7.5,1,0.0,0.0,23,210,17,25,203.9,2,8,5,7.0,73.00%,41058.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",data lives in silos,none,role-based permissions,Customer Pilot
CPT-1231,Fraud Detection Assistant 37,FinTech,Personalization,IT Admin,3,,CUST-2231,SMB,2024-01-15,,1,0.0,5.0,4,27,3,20,26.3,3,3,5,5.0,,32759.0,6,"The sandbox trial exceeded expectations, several teams want access.",reporting takes days not minutes,data privacy concerns,better reporting,Archive
CPT-1232,Document Intelligence Assistant 38,FinTech,Predictive Analytics,Executive Sponsor,2,6.0,CUST-2232,Enterprise,2025-02-26,7.5,0,0.0,2.0,25,100,30,25,231.0,1,7,9,9.0,72.00%,47800.0,2,Security and compliance review would be required before adoption.,compliance checks are manual,none,offline mode,MVP Build
CPT-1233,Workflow Automation Assistant 39,Cybersecurity,Document Intelligence,IT Admin,3,5.0,CUST-2233,Mid-Market,2025-05-01,6.5,0,1.0,,13,142,12,35,201.8,3,6,9,9.0,60.00%,33000.0,6,"Our team was impressed with the automation, requesting a follow-up.",too many false positives,price too high,SSO integration,Incubate
CPT-1234,Fraud Detection Assistant 40,FinTech,Workflow Automation,Frontline Agent,7,4.0,CUST-2234,Enterprise,2025-04-16,4.7,1,1.0,3.0,17,159,15,9,121.3,6,6,4,7.0,35.00%,17802.0,5,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,security review pending,API access,Archive
CPT-1235,Fraud Detection Assistant 41,Logistics,Forecasting,Frontline Agent,3,7.0,CUST-2235,Enterprise,2025-01-31,4.0,0,1.0,2.0,6,60,18,19,116.0,7,5,5,6.0,65.00%,14441.0,9,"The demo saved us a lot of manual work, we'd like to see a pilot.",manual data entry is too slow,none,SSO integration,Incubate
CPT-1236,Knowledge Search Assistant 42,HR Tech,Fraud Detection,Product Manager,3,7.0,CUST-2236,SMB,2025-05-19,6.7,1,1.0,4.0,20,197,16,49,159.7,2,6,7,5.0,51.00%,35166.0,7,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,security review pending,SSO integration,Incubate
CPT-1237,Compliance Monitoring Assistant 43,Consumer Apps,Workflow Automation,IT Admin,6,6.0,CUST-2237,Enterprise,2024-05-19,10.0,0,1.0,0.0,30,125,29,60,297.4,0,10,7,7.0,75.00%,12518.0,2,"The demo saved us a lot of manual work, we'd like to see a pilot.",forecasts are unreliable,none,role-based permissions,MVP Build
CPT-1238,Workflow Automation Assistant 44,FinTech,Compliance Monitoring,Executive Sponsor,7,8.0,CUST-2238,SMB,2024-04-24,6.7,1,1.0,1.0,16,95,23,53,239.9,4,6,8,5.0,50.00%,34372.0,9,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,requires change management,mobile access,Customer Pilot
CPT-1239,Fraud Detection Assistant 45,Cybersecurity,Personalization,Small Business Owner,4,7.0,CUST-2239,Mid-Market,2024-03-25,8.7,1,1.0,0.0,26,234,23,49,300.0,1,9,7,9.0,98.00%,101291.0,6,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,none,API access,MVP Build
CPT-1240,Personalization Assistant 46,Cybersecurity,Fraud Detection,Data Analyst,2,5.0,CUST-2240,Mid-Market,2025-02-12,5.4,1,,2.0,30,166,11,25,167.4,3,6,3,3.0,44.00%,12425.0,8,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,security review pending,multi-language support,Archive
CPT-1241,Personalization Assistant 47,Manufacturing,Process Optimization,Small Business Owner,2,,CUST-2241,Enterprise,2025-04-14,6.4,0,1.0,,29,258,19,40,192.7,2,7,6,4.0,30.00%,14485.0,7,Security and compliance review would be required before adoption.,customer response times are too slow,data privacy concerns,custom workflows,Archive
CPT-1242,Document Intelligence Assistant 48,Cybersecurity,Document Intelligence,Frontline Agent,2,6.0,CUST-2242,Enterprise,2024-08-07,4.5,1,0.0,2.0,7,25,15,25,,6,5,7,5.0,55.00%,13299.0,3,"The demo saved us a lot of manual work, we'd like to see a pilot.",onboarding new staff is painful,none,mobile access,Incubate
CPT-1243,Document Intelligence Assistant 49,Cybersecurity,Knowledge Search,Data Analyst,3,7.0,CUST-2243,Mid-Market,2024-06-02,7.2,1,1.0,1.0,19,214,15,33,91.5,4,7,4,,62.00%,31210.0,3,Security and compliance review would be required before adoption.,forecasts are unreliable,security review pending,mobile access,Incubate
CPT-1244,Predictive Analytics Assistant 50,Consumer Apps,Fraud Detection,Product Manager,7,6.0,CUST-2244,Startup,2024-04-17,6.0,1,0.0,2.0,23,214,16,32,244.1,3,6,7,4.0,28.00%,6906.0,3,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,integration complexity,better reporting,Incubate
CPT-1245,Personalization Assistant 51,Consumer Apps,Personalization,Data Analyst,5,8.0,CUST-2245,Enterprise,2024-12-21,7.4,1,1.0,1.0,8,72,26,30,160.9,4,8,9,5.0,33.00%,10039.0,4,Security and compliance review would be required before adoption.,too many false positives,price too high,mobile access,Customer Pilot
CPT-1246,Fraud Detection Assistant 52,EdTech,Personalization,Small Business Owner,5,5.0,CUST-2246,Mid-Market,2025-01-25,6.2,0,0.0,3.0,26,272,16,48,207.7,0,8,6,3.0,46.00%,19989.0,2,Security and compliance review would be required before adoption.,too many tools that don't talk to each other,unclear ROI,role-based permissions,Reusable Asset
CPT-1247,Process Optimization Assistant 53,Manufacturing,Customer Support,Ops Manager,3,,CUST-2247,Startup,2025-05-23,6.7,0,0.0,1.0,23,275,22,42,38.1,1,4,4,5.0,56.00%,8087.0,6,"Not a priority right now, but worth revisiting next quarter.",lack of visibility across teams,price too high,role-based permissions,Reusable Asset
CPT-1248,Document Intelligence Assistant 54,Manufacturing,Fraud Detection,Frontline Agent,4,8.0,CUST-2248,Enterprise,2024-06-20,6.8,0,0.0,2.0,26,208,7,44,172.1,3,7,6,6.0,63.00%,24867.0,8,Interesting concept but we need to validate ROI before committing budget.,lack of visibility across teams,none,offline mode,Incubate
CPT-1249,Document Intelligence Assistant 55,Manufacturing,Document Intelligence,Compliance Officer,2,5.0,CUST-2249,SMB,2024-01-26,6.8,0,0.0,1.0,21,106,22,26,220.0,3,7,4,7.0,89.00%,17131.0,7,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,none,role-based permissions,Incubate
CPT-1250,Personalization Assistant 56,Healthcare,Customer Support,IT Admin,7,,CUST-2250,Mid-Market,2025-06-21,,1,1.0,3.0,21,195,29,45,,2,8,5,6.0,59.00%,39567.0,5,"We already have a similar tool, differentiation was unclear.",too many tools that don't talk to each other,none,role-based permissions,Customer Pilot
CPT-1251,Compliance Monitoring Assistant 57,Consumer Apps,Compliance Monitoring,Ops Manager,6,7.0,CUST-2251,SMB,2025-02-18,9.8,1,0.0,0.0,40,236,30,60,,0,10,9,,52.00%,49090.0,4,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,none,offline mode,MVP Build
CPT-1252,Process Optimization Assistant 58,EdTech,Knowledge Search,Product Manager,3,8.0,CUST-2252,SMB,2024-07-04,5.8,1,1.0,3.0,21,108,20,28,245.1,1,6,5,5.0,55.00%,25679.0,4,"We already have a similar tool, differentiation was unclear.",compliance checks are manual,data privacy concerns,offline mode,Customer Pilot
CPT-1253,Process Optimization Assistant 59,Manufacturing,Process Optimization,IT Admin,8,5.0,CUST-2253,Startup,2024-06-02,2.9,1,0.0,6.0,12,43,2,11,101.9,10,3,3,6.0,,10803.0,10,"We already have a similar tool, differentiation was unclear.",onboarding new staff is painful,data privacy concerns,better reporting,Archive
CPT-1254,Compliance Monitoring Assistant 60,Cybersecurity,Compliance Monitoring,Product Manager,2,9.0,CUST-2254,Mid-Market,2024-06-06,7.3,1,1.0,3.0,30,160,28,57,222.5,1,7,6,,63.00%,32972.0,3,"Not a priority right now, but worth revisiting next quarter.",manual data entry is too slow,none,better reporting,MVP Build
CPT-1255,Compliance Monitoring Assistant 61,Retail,Forecasting,Data Analyst,4,7.0,CUST-2255,Enterprise,2024-07-14,7.1,1,0.0,3.0,18,114,16,36,271.3,4,7,9,5.0,64.00%,20310.0,7,"We already have a similar tool, differentiation was unclear.",data lives in silos,limited vendor track record,role-based permissions,Customer Pilot
